,Category,Message,category,my_texed
4067,ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,1,fyi i gon na call sporad start like lt # gt bc are not doin shit
4068,spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",0,you be contact our date servic someon know to find who is call your mobil landlin 09064017305 pobox75ldns7
4069,spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,0,chase us sinc sept definit pay thank your inform we ignor kath manchest .
4070,ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,1,hope have much fun without ! see u tomorrow love jess x
4071,ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,1,ok wont call disturb one i know are avoid i a burden all
4072,ham,I've reached home n i bathe liao... U can call me now...,1,i reach home n bath liao u call now
4073,spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,0,loan ani purpos even you bad credit tenant welcom call 08717111821
4074,ham,Was the actual exam harder than NBME,1,wa actual exam harder nbme
4075,ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,1,a lot thi sick thing go round take easi hope u feel better soon lol
4076,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",1,god pick a flower dippeditinadew lovingli touch itwhichturnedinto u the gift tomeandsaid thi friend is 4u
4077,spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,0,87077 kick a new season 2wk free goal news ur mobil txt ur club name 87077 eg villa 87077
4078,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,1,hey sathya till we dint meet even singl time how i saw situat sathya
4079,ham,Gam gone after outstanding innings.,1,gam gone outstand inning
4080,ham,O i played smash bros  &lt;#&gt;  religiously.,1,o play smash bro lt # gt religi
4081,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",1,sir good morn hope had good weekend i call let know i abl rais lt # gt my dad he howev said would make rest avail mid feb thi amount still quit short i hope would help do a good day abiola
4082,ham,Hurry home. Soup is DONE!,1,hurri home soup done
4083,ham,No no. I will check all rooms befor activities,1,no i check room befor activ
4084,ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",1,good afternoon love it good see word ym get tm veri smart move slave smile * ... i drink coffe await
4085,ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,1,quit ok a bit ex u better go eat smth els feel guilti
4086,spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",0,orang bring rington all time chart hero a free hit week go rington pic wap to stop receiv tip repli stop
4087,ham,Lemme know when you're here,1,lem know you
4088,spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,0,privat your 2003 account statement 07973788240 show 800 s. m. point call 08715203649 identifi code 40533 expir
4089,ham,He needs to stop going to bed and make with the fucking dealing,1,he need stop go bed make the fuck deal
4090,ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",1,how love are you brother time talk english with him grin * say hey muhommad penni say hello across sea
4091,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,0,we tri call re repli our sm a video mobil 750 min unlimit text free camcord repli call 08000930705 now
4092,ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",1,hey doc pl i want get nice shirt hubbi nice fite one my budget lt # gt k help pl i load card abi hw keep post luv 2 mj
4093,ham,I remain unconvinced that this isn't an elaborate test of my willpower,1,i remain unconvinc thi an elabor test my willpow
4094,ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",1,life noth wen v get everyth but life everyth wen v miss someth . real valu peopl wil realiz in absenc gud mrng
4095,ham,how are you? I miss you!,1,are i miss
4096,ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,1,i ai answerin phone what actual pretti reason hour i sleepi
4097,ham,"Hey , is * rite u put »10 evey mnth is that all?",1,hey rite u put 10 evey mnth that
4098,ham,i am going to bed now prin,1,am go bed prin
4099,ham,I think just yourself …Thanks and see you tomo,1,i think yourself see tomo
4100,ham,If u dun drive then how i go 2 sch.,1,if u dun drive how go 2 sch
4101,ham,I not at home now lei...,1,i at home lei
4102,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,0,gsoh good spam ladi u could b male gigolo 2 join uk fastest grow men club repli oncal mjzgroup 08714342399.2stop repli stop msg £1.50rcvd
4103,ham,Ok then i will come to ur home after half an hour,1,ok i come ur home half hour
4104,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,0,u a secret admir is look 2 make contact out they r reveal think ur on 09058094599
4105,ham,Do u hav any frnd by name ashwini in ur college?,1,do u hav frnd name ashwini ur colleg
4106,ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,1,ju finish lunch my way home lor i tot u dun wan 2 stay sch today
4107,ham,K then 2marrow are you coming to class.,1,k 2marrow you come class
4108,spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,hot live fantasi call 08707500020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 a nation rate call
4109,ham,Pls send me your address sir.,1,pl send your address sir
4110,ham,I want to lick your pussy now...,1,i want lick pussi
4111,ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",1,yo gon na still in stock ? i tri get dubsack
4112,spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,0,urgent your mobil number been award ukp 2000 prize guarante call 09061790125 landlin claim 3030 valid 12hr 150ppm
4113,ham,"I'll see, but prolly yeah",1,i see prolli yeah
4114,ham,Thought we could go out for dinner. I'll treat you! Seem ok?,1,thought could go for dinner i treat seem ok
4115,ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,1,where what how you stand be away doe heart ach without do you wonder me do you crave me
4116,ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,1,sorri you never hear unless book one kinda joke thet realli look skinni white girl the wa one line can do much camera someth like that they cast the look
4117,ham,What you doing?how are you?,1,what do are
4118,ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",1,sure thing big man have hockey elect 6 t go longer an hour though
4119,ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,1,watch lor i saw few swatch one thk quit ard 116 i need 2nd opinion leh
4120,ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),1,hiya u like hlday pic look horribl them took mo how camp amrca thing speak soon serena )
4121,ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",1,babe how goe day what to i miss you alreadi love love kiss * ... i hope everyth goe well
4122,ham,Yunny... I'm goin to be late,1,yunni i goin be late
4123,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,1,doc prescrib morphin caus other pain med enough wait my mom bring that med kick fast i gon na tri be later
4124,ham,"Cool, want me to go to kappa or should I meet you outside mu",1,cool want go to kappa should i meet outsid mu
4125,ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",1,hey sexi bun have i told i ador loverboy i hope rememb thank sister law those meatbal grin ... love babe
4126,ham,May b approve panalam...but it should have more posts..,1,may b approv panalam it have post
4127,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",0,spjanuari male sale hot gay chat cheaper call 08709222922 nation rate cheap peak to stop text call 08712460324 10p/min
4128,ham,"Sorry, I'll call later",1,sorri i call later
4129,ham,I dont thnk its a wrong calling between us,1,i dont thnk a wrong call us
4130,ham,Me i'm not workin. Once i get job...,1,me not workin onc get job
4131,ham,And by when you're done I mean now,1,and when done i mean
4132,ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",1,it ur luck love someon it ur fortun love one love u but miracl love a person ca love anyon except u gud nyt
4133,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,1,hi babi ive got back work want see u allday i hope i didnt piss u on phone today if u up give a call xxx
4134,spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,0,freemsg today day you readi i horni live your town i love sex fun game netcollex ltd 08700621170150p per msg repli stop end
4135,ham,Is it your yahoo boys that bring in the perf? Or legal.,1,is your yahoo boy bring the perf or legal
4136,ham,No need to say anything to me. I know i am an outsider,1,no need say anyth me i know am outsid
4137,ham,have you ever had one foot before?,1,you ever one foot
4138,ham,Just got to  &lt;#&gt;,1,just got lt # gt
4139,ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",1,good no t need done ( ) ye pleas tell what number could ring her
4140,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",1,ever green quot ever told jerri cartoon a person who irrit u alway is one who love u vri much but fail express it ! ! : - ) gud nyt
